Product type,SKU,Price,Availability,Number of products sold,Revenue generated,Customer demographics,Stock levels,Lead times,Order quantities,Shipping times,Shipping carriers,Shipping costs,Supplier name,Location,Production volumes,Manufacturing lead time,Manufacturing costs,Inspection results
Clothing,SKU22166,450,In Stock,385,17285,Teen,84,12,53,9,USPS,74.02,Prime Distributors,China,3226,38,6730,Recheck
Clothing,SKU22167,268,In Stock,680,37637,Adult,181,14,48,7,UPS,96.74,FastTrack Ltd.,USA,976,25,3707,Pass
Sports,SKU22168,389,Limited,196,8635,Senior,288,27,52,12,FedEx,82.28,Prime Distributors,Egypt,7641,43,2994,Recheck
Toys,SKU22169,305,In Stock,716,3407,Adult,206,22,89,2,FedEx,33.22,Prime Distributors,Germany,3334,35,9854,Fail
Toys,SKU22170,103,In Stock,574,24534,Adult,262,1,22,1,UPS,69.28,MegaCorp,India,2243,2,528,Pass
Home,SKU22171,465,In Stock,823,42291,Adult,426,18,66,6,Aramex,74.43,FastTrack Ltd.,India,1325,40,1993,Recheck
Sports,SKU22172,104,In Stock,316,39153,Teen,99,1,35,1,DHL,97.49,FastTrack Ltd.,Germany,2358,14,9180,Recheck
Toys,SKU22173,456,In Stock,694,36573,Senior,475,8,21,11,USPS,29.23,Prime Distributors,Germany,3036,15,5243,Recheck
Electronics,SKU22174,258,In Stock,258,20272,Adult,429,20,79,2,USPS,31.64,Prime Distributors,Germany,9505,32,7518,Pass
Home,SKU22175,493,In Stock,5,48850,Senior,224,3,37,12,Aramex,55.53,MegaCorp,USA,5101,34,8609,Pass
Clothing,SKU22176,432,In Stock,65,28282,Senior,451,18,33,11,Aramex,71.54,Prime Distributors,India,8298,3,6033,Fail
Toys,SKU22177,34,Limited,630,6885,Teen,102,28,68,3,USPS,48.84,Global Supplies Inc.,Egypt,6419,14,8546,Recheck
Clothing,SKU22178,346,In Stock,485,15472,Teen,452,27,71,4,FedEx,8.15,Global Supplies Inc.,USA,6331,59,2220,Fail
Clothing,SKU22179,249,In Stock,91,1392,Senior,444,10,80,10,FedEx,47.18,MegaCorp,Germany,9106,49,9959,Fail
Home,SKU22180,407,In Stock,812,44401,Adult,111,21,68,11,USPS,73.6,FastTrack Ltd.,India,3613,56,9215,Pass
Clothing,SKU22181,401,In Stock,286,1194,Teen,122,27,79,12,USPS,57.82,Global Supplies Inc.,Germany,7607,33,9224,Recheck
Home,SKU22182,489,Limited,541,17417,Senior,433,25,4,2,UPS,65.26,Global Supplies Inc.,China,6661,17,3536,Recheck
Toys,SKU22183,41,In Stock,67,37282,Teen,242,24,45,7,UPS,29.14,Prime Distributors,Germany,8170,21,3917,Recheck
Home,SKU22184,132,Out of Stock,90,1992,Adult,232,2,15,10,USPS,88.99,FastTrack Ltd.,Germany,7040,21,1528,Pass
Home,SKU22185,250,In Stock,163,26101,Teen,91,4,67,3,UPS,52.49,Prime Distributors,Egypt,3778,47,4083,Recheck
Home,SKU22186,90,In Stock,279,3067,Senior,182,7,2,3,Aramex,86.4,MegaCorp,Egypt,1470,33,9910,Recheck
Electronics,SKU22187,331,In Stock,960,10018,Senior,192,21,69,7,Aramex,74.94,FastTrack Ltd.,Germany,7366,22,2031,Recheck
Clothing,SKU22188,63,In Stock,144,35771,Senior,23,7,98,11,USPS,37.44,Global Supplies Inc.,India,2053,12,9225,Pass
Clothing,SKU22189,45,In Stock,955,14952,Senior,267,15,14,3,UPS,76.35,SupplyHub,Germany,3075,33,2889,Recheck
Electronics,SKU22190,201,Limited,592,41418,Teen,97,6,54,7,Aramex,51.43,MegaCorp,Egypt,1283,19,8524,Pass
Home,SKU22191,358,In Stock,837,11176,Senior,148,23,99,10,USPS,33.39,SupplyHub,India,109,41,6419,Fail
Electronics,SKU22192,374,Out of Stock,57,22858,Adult,216,20,23,7,FedEx,26.16,Prime Distributors,Germany,3992,55,6719,Recheck
Electronics,SKU22193,447,Out of Stock,860,46580,Senior,282,13,53,10,Aramex,56.31,Global Supplies Inc.,Egypt,7543,32,3437,Recheck
Home,SKU22194,436,In Stock,208,17829,Teen,110,18,67,6,UPS,44.1,MegaCorp,India,7924,5,7987,Pass
Electronics,SKU22195,261,In Stock,634,6303,Adult,425,14,35,8,DHL,17.31,Global Supplies Inc.,India,8816,8,4762,Recheck
Home,SKU22196,432,In Stock,249,26792,Teen,384,5,12,10,USPS,13.01,Prime Distributors,India,7311,46,6466,Recheck
Sports,SKU22197,155,In Stock,924,15558,Teen,471,29,1,1,FedEx,95.84,Prime Distributors,Egypt,807,20,4204,Pass
Sports,SKU22198,186,In Stock,562,797,Adult,314,28,99,13,DHL,83.87,SupplyHub,Egypt,5877,59,9763,Pass
Electronics,SKU22199,376,In Stock,116,287,Adult,35,20,25,11,FedEx,67.84,SupplyHub,India,705,8,723,Fail
Toys,SKU22200,148,In Stock,599,40686,Teen,434,18,16,13,USPS,84.52,MegaCorp,China,8484,31,5200,Recheck
Sports,SKU22201,453,In Stock,219,39926,Adult,473,10,22,2,Aramex,99.98,Prime Distributors,Egypt,2127,47,2629,Recheck
Home,SKU22202,57,In Stock,956,12804,Teen,97,14,46,7,Aramex,69.24,FastTrack Ltd.,India,8059,22,955,Fail
Sports,SKU22203,272,Out of Stock,468,2359,Adult,333,8,24,12,FedEx,23.68,FastTrack Ltd.,USA,7041,27,8974,Pass
Sports,SKU22204,306,Limited,457,49857,Senior,219,16,6,6,UPS,76.06,Prime Distributors,Egypt,1255,27,7773,Recheck
Sports,SKU22205,234,Out of Stock,179,43635,Teen,88,14,25,13,DHL,34.46,SupplyHub,Germany,1151,45,4639,Pass
Electronics,SKU22206,106,Out of Stock,174,22613,Adult,99,26,77,5,USPS,75.04,Global Supplies Inc.,China,8369,21,4992,Pass
Sports,SKU22207,382,In Stock,732,4212,Teen,169,3,58,13,Aramex,71.28,FastTrack Ltd.,Egypt,9344,9,6507,Recheck
Sports,SKU22208,362,In Stock,107,13704,Senior,179,12,36,1,FedEx,79.1,MegaCorp,China,2656,58,2609,Recheck
Clothing,SKU22209,419,In Stock,856,481,Teen,372,5,60,12,USPS,8.78,FastTrack Ltd.,China,8832,40,3969,Fail
Toys,SKU22210,116,Out of Stock,890,9628,Senior,266,10,16,1,FedEx,43.31,Global Supplies Inc.,India,9094,34,4395,Pass
Electronics,SKU22211,10,Out of Stock,605,18709,Senior,164,28,92,1,UPS,87.56,Prime Distributors,Egypt,4292,23,3336,Pass
Toys,SKU22212,410,Out of Stock,931,45606,Adult,460,11,92,5,Aramex,59.91,FastTrack Ltd.,China,740,53,3614,Pass
Sports,SKU22213,71,In Stock,66,24049,Senior,35,27,38,9,UPS,25.52,SupplyHub,Germany,163,13,7477,Fail
Home,SKU22214,155,In Stock,715,46089,Adult,393,24,55,2,UPS,15.04,Global Supplies Inc.,Egypt,8036,43,8862,Recheck
Sports,SKU22215,76,Out of Stock,292,1972,Senior,153,27,95,13,FedEx,51.1,Prime Distributors,China,2834,26,3071,Recheck
Sports,SKU22216,80,In Stock,947,45802,Adult,12,3,85,11,DHL,90.69,FastTrack Ltd.,China,7065,31,4748,Recheck
Clothing,SKU22217,452,Out of Stock,694,46729,Adult,313,18,48,12,USPS,20.82,FastTrack Ltd.,China,810,3,2187,Pass
Home,SKU22218,384,In Stock,720,40563,Senior,197,18,11,13,Aramex,60.31,Prime Distributors,Egypt,7203,11,3853,Recheck
Sports,SKU22219,185,In Stock,158,35924,Senior,354,27,11,6,USPS,95.58,FastTrack Ltd.,India,7267,36,8554,Pass
Toys,SKU22220,233,In Stock,967,3308,Adult,373,13,91,6,DHL,8.09,Prime Distributors,USA,230,12,6239,Pass
Electronics,SKU22221,18,In Stock,725,20487,Senior,190,2,49,2,FedEx,68.33,Prime Distributors,USA,5818,39,2079,Pass
Sports,SKU22222,144,In Stock,130,26862,Teen,230,3,67,5,Aramex,36.15,Global Supplies Inc.,Egypt,6641,48,8389,Recheck
Toys,SKU22223,369,In Stock,623,40967,Teen,336,4,76,11,UPS,93.24,Global Supplies Inc.,India,1043,34,947,Fail
Toys,SKU22224,121,Out of Stock,72,16374,Adult,105,24,66,2,USPS,24.09,MegaCorp,Egypt,2993,39,7744,Recheck
Home,SKU22225,415,In Stock,585,46855,Teen,153,9,80,8,DHL,32.94,Global Supplies Inc.,USA,4269,8,7485,Recheck
Electronics,SKU22226,242,In Stock,279,41935,Teen,157,22,23,3,DHL,38.75,Prime Distributors,India,2609,35,2584,Pass
Sports,SKU22227,41,In Stock,590,36183,Senior,94,28,83,2,USPS,77.66,FastTrack Ltd.,Germany,6994,4,2504,Pass
Toys,SKU22228,170,In Stock,952,18941,Senior,325,8,48,9,USPS,58.09,FastTrack Ltd.,Germany,8374,36,8954,Recheck
Toys,SKU22229,226,Out of Stock,901,12442,Adult,156,16,87,9,UPS,84.93,FastTrack Ltd.,China,3533,40,8757,Recheck
Home,SKU22230,45,Out of Stock,37,2532,Senior,498,11,70,11,DHL,63.25,MegaCorp,India,1538,17,5174,Recheck
Toys,SKU22231,277,In Stock,73,17481,Adult,465,26,92,11,DHL,60.81,MegaCorp,Germany,1117,20,6382,Fail
Electronics,SKU22232,165,In Stock,448,37974,Senior,409,26,60,12,Aramex,40.76,Prime Distributors,China,2158,39,4728,Pass
Home,SKU22233,472,In Stock,166,41208,Teen,285,4,13,11,USPS,59.89,SupplyHub,China,6582,54,3772,Fail
Home,SKU22234,35,Limited,181,16666,Adult,428,11,52,7,UPS,20.46,Global Supplies Inc.,USA,5987,7,9862,Pass
Toys,SKU22235,252,Limited,440,349,Teen,117,1,32,11,DHL,77.26,MegaCorp,Egypt,1261,53,643,Recheck
Toys,SKU22236,304,In Stock,606,21378,Senior,392,2,19,9,UPS,48.56,MegaCorp,Germany,9940,31,3397,Recheck
Home,SKU22237,470,In Stock,703,18626,Adult,54,24,35,7,DHL,8.66,Global Supplies Inc.,Germany,8602,19,4129,Recheck
Home,SKU22238,154,In Stock,515,43385,Adult,398,2,47,3,FedEx,11.96,Prime Distributors,USA,8372,3,9250,Pass
Electronics,SKU22239,385,Out of Stock,503,5886,Adult,223,25,72,4,UPS,13.87,MegaCorp,China,3058,24,2405,Pass
Toys,SKU22240,229,In Stock,946,13854,Senior,122,16,62,3,DHL,28.54,SupplyHub,China,4341,45,9232,Fail
Clothing,SKU22241,250,Limited,362,28871,Teen,323,17,50,3,DHL,24.86,Global Supplies Inc.,China,2018,5,1571,Pass
Sports,SKU22242,355,In Stock,470,2393,Senior,295,5,34,5,Aramex,88.21,Global Supplies Inc.,Germany,8312,56,1942,Fail
Toys,SKU22243,211,In Stock,607,33746,Teen,488,12,27,7,DHL,47.23,Global Supplies Inc.,Germany,1130,1,9706,Pass
Electronics,SKU22244,326,Out of Stock,773,19882,Adult,478,6,37,13,USPS,98.09,SupplyHub,India,8136,30,5732,Recheck
Toys,SKU22245,129,Out of Stock,462,38541,Adult,284,28,43,5,Aramex,91.56,MegaCorp,USA,5697,4,1846,Recheck
Sports,SKU22246,138,In Stock,421,33668,Teen,226,1,11,6,FedEx,40.04,MegaCorp,Egypt,9929,52,6735,Fail
Sports,SKU22247,269,In Stock,40,926,Adult,459,3,69,1,Aramex,78.55,SupplyHub,Egypt,8701,19,9513,Recheck
Sports,SKU22248,288,In Stock,39,7043,Adult,315,22,78,2,Aramex,11.2,SupplyHub,USA,5570,19,7634,Pass
Home,SKU22249,178,In Stock,376,28385,Adult,7,16,1,7,DHL,70.77,MegaCorp,China,4277,30,4533,Recheck
Clothing,SKU22250,80,Limited,998,27164,Teen,227,5,39,11,FedEx,54.12,SupplyHub,China,7673,42,7951,Pass
Home,SKU22251,311,In Stock,735,35686,Adult,42,29,1,12,Aramex,88.28,FastTrack Ltd.,Germany,7669,16,4410,Fail
Home,SKU22252,369,In Stock,420,43110,Adult,160,7,27,5,FedEx,77.43,Global Supplies Inc.,Egypt,6669,47,4656,Recheck
Clothing,SKU22253,239,Out of Stock,407,8605,Teen,178,1,92,5,DHL,59.33,Prime Distributors,China,7337,12,7865,Recheck
Home,SKU22254,222,In Stock,660,40247,Senior,450,7,81,3,Aramex,54.63,Prime Distributors,Egypt,9110,15,9796,Recheck
Home,SKU22255,188,Limited,497,43875,Adult,144,26,93,13,Aramex,17.2,Global Supplies Inc.,India,2317,38,5840,Recheck
Clothing,SKU22256,483,In Stock,252,9739,Teen,355,25,99,10,DHL,38.71,FastTrack Ltd.,China,8138,31,6871,Pass
Home,SKU22257,158,In Stock,552,46769,Senior,112,5,12,13,USPS,91.95,Prime Distributors,China,6429,32,3361,Pass
Clothing,SKU22258,405,In Stock,281,36555,Senior,436,8,84,9,UPS,60.05,Global Supplies Inc.,China,9838,59,1674,Pass
Home,SKU22259,39,Out of Stock,56,22693,Teen,73,17,38,3,UPS,13.26,SupplyHub,China,9293,59,6483,Pass
Toys,SKU22260,305,In Stock,173,38704,Adult,120,28,5,7,UPS,89.8,Prime Distributors,Germany,7030,47,1285,Fail
Clothing,SKU22261,172,In Stock,638,29826,Senior,65,15,20,7,FedEx,85.98,MegaCorp,India,3412,12,9624,Recheck
Electronics,SKU22262,32,In Stock,870,19778,Adult,287,24,91,11,USPS,84.55,SupplyHub,China,6581,54,5803,Pass
Toys,SKU22263,144,In Stock,997,46412,Senior,157,13,52,12,Aramex,14.96,SupplyHub,India,7831,7,5317,Pass
Home,SKU22264,426,In Stock,885,49271,Adult,276,8,31,10,FedEx,97.93,FastTrack Ltd.,USA,2831,4,6898,Recheck
Clothing,SKU22265,413,In Stock,561,3567,Adult,183,21,56,11,Aramex,33.5,Global Supplies Inc.,China,1772,40,7927,Pass
Toys,SKU22266,469,In Stock,374,21244,Senior,220,17,98,2,USPS,5.82,FastTrack Ltd.,China,1805,50,4819,Recheck
Clothing,SKU22267,474,In Stock,865,44290,Adult,303,13,60,13,FedEx,58.21,FastTrack Ltd.,China,8581,54,7146,Recheck
Sports,SKU22268,10,In Stock,467,37258,Teen,159,22,2,5,DHL,58.17,Prime Distributors,India,9871,54,7210,Pass
Home,SKU22269,293,In Stock,922,18841,Adult,149,20,89,12,UPS,86.1,Global Supplies Inc.,Germany,4106,14,7203,Recheck
Sports,SKU22270,24,Limited,72,6517,Senior,42,6,54,9,FedEx,19.36,SupplyHub,India,8737,32,2205,Pass
Toys,SKU22271,498,In Stock,89,48037,Adult,487,9,38,12,FedEx,69.58,Prime Distributors,Germany,4749,1,5970,Fail
Sports,SKU22272,147,In Stock,763,33095,Adult,275,23,8,9,DHL,60.67,FastTrack Ltd.,Germany,5297,13,7136,Fail
Clothing,SKU22273,147,In Stock,714,23379,Adult,414,13,69,1,FedEx,49.53,FastTrack Ltd.,Germany,2850,27,4250,Recheck
Toys,SKU22274,12,Out of Stock,64,31212,Teen,422,18,8,4,UPS,88.61,MegaCorp,USA,2787,33,5233,Pass
Clothing,SKU22275,6,In Stock,799,10666,Adult,252,10,83,6,FedEx,28.01,MegaCorp,India,3988,50,3899,Pass
Clothing,SKU22276,271,In Stock,201,29120,Senior,20,27,7,2,DHL,81.46,SupplyHub,USA,1142,32,4940,Fail
Home,SKU22277,368,In Stock,297,17932,Teen,5,9,84,5,FedEx,72.17,Prime Distributors,India,6819,4,8090,Recheck
Electronics,SKU22278,287,Out of Stock,688,2365,Adult,139,7,87,5,FedEx,75.22,SupplyHub,Egypt,4581,4,2923,Recheck
Sports,SKU22279,182,Out of Stock,255,21147,Adult,133,25,57,6,USPS,13.18,FastTrack Ltd.,China,9623,23,3832,Fail
Home,SKU22280,484,In Stock,441,23930,Adult,393,8,28,13,DHL,34.77,FastTrack Ltd.,USA,2857,31,4082,Pass
Clothing,SKU22281,378,In Stock,622,41274,Teen,269,10,63,6,UPS,51.44,FastTrack Ltd.,USA,2048,28,1748,Fail
Home,SKU22282,122,In Stock,626,20954,Adult,40,16,11,5,UPS,53.69,SupplyHub,Germany,3067,34,3846,Recheck
Sports,SKU22283,98,In Stock,250,36574,Teen,288,19,60,2,UPS,88.45,SupplyHub,USA,5565,37,1377,Fail
Clothing,SKU22284,240,In Stock,933,49405,Teen,313,25,68,5,FedEx,26.45,FastTrack Ltd.,Germany,6998,35,9505,Recheck
Sports,SKU22285,483,In Stock,915,23327,Senior,355,4,81,6,Aramex,60.52,Prime Distributors,USA,8537,43,3030,Pass
Home,SKU22286,460,In Stock,687,4120,Teen,78,15,14,2,Aramex,52.96,SupplyHub,Germany,6056,14,4538,Pass
Sports,SKU22287,98,Limited,377,29277,Teen,142,18,44,3,USPS,98.67,FastTrack Ltd.,China,9802,49,9623,Fail
Toys,SKU22288,59,In Stock,601,16093,Senior,472,28,75,11,UPS,85.12,FastTrack Ltd.,Egypt,3828,22,7259,Fail
Home,SKU22289,67,In Stock,514,17715,Teen,159,2,35,7,UPS,9.33,Global Supplies Inc.,Egypt,3045,25,4928,Recheck
Toys,SKU22290,284,In Stock,699,48533,Senior,140,22,94,9,FedEx,17.52,FastTrack Ltd.,India,9386,51,3967,Pass
Clothing,SKU22291,392,Out of Stock,396,42422,Adult,418,28,19,10,DHL,37.63,Prime Distributors,China,1336,33,526,Pass
Clothing,SKU22292,139,In Stock,213,6667,Teen,422,27,78,9,FedEx,85.47,MegaCorp,China,5745,48,565,Pass
Clothing,SKU22293,109,In Stock,908,28735,Senior,166,21,25,12,UPS,6.56,Prime Distributors,Germany,4079,10,1067,Fail
Toys,SKU22294,326,In Stock,889,49074,Teen,366,13,77,12,UPS,15.74,Global Supplies Inc.,Egypt,4149,15,7755,Pass
Toys,SKU22295,390,Out of Stock,56,35583,Senior,7,24,19,4,UPS,80.22,FastTrack Ltd.,Germany,5879,21,4279,Recheck
Home,SKU22296,299,Limited,721,31118,Teen,116,14,50,2,Aramex,53.81,FastTrack Ltd.,USA,7522,2,5923,Pass
Toys,SKU22297,402,In Stock,63,27046,Adult,46,26,71,13,FedEx,10.81,FastTrack Ltd.,USA,1561,15,4321,Fail
Home,SKU22298,416,Limited,238,18783,Adult,24,3,72,8,DHL,98.64,MegaCorp,USA,873,59,1149,Recheck
Clothing,SKU22299,431,Limited,497,41264,Senior,191,17,11,6,Aramex,10.0,FastTrack Ltd.,China,1105,9,6794,Pass
Home,SKU22300,279,In Stock,77,6094,Senior,162,1,19,10,FedEx,32.24,FastTrack Ltd.,China,8775,45,3007,Pass
Clothing,SKU22301,185,In Stock,779,37567,Adult,48,26,96,9,DHL,89.7,Prime Distributors,Germany,6102,57,6807,Pass
Home,SKU22302,282,Out of Stock,382,43977,Teen,62,7,4,9,USPS,54.57,MegaCorp,Egypt,1728,3,2423,Pass
Toys,SKU22303,452,Out of Stock,983,40014,Senior,197,24,85,5,Aramex,45.81,Prime Distributors,China,4276,27,7808,Pass
Sports,SKU22304,289,Out of Stock,74,25586,Teen,324,27,53,10,Aramex,97.32,MegaCorp,China,4510,9,3888,Fail
Sports,SKU22305,255,In Stock,918,2952,Senior,92,25,24,13,USPS,65.48,Global Supplies Inc.,India,4499,53,877,Fail
Home,SKU22306,495,Out of Stock,489,8166,Senior,485,24,74,6,DHL,67.69,SupplyHub,Germany,2671,48,2262,Fail
Electronics,SKU22307,334,In Stock,197,32821,Senior,290,14,97,7,DHL,88.47,MegaCorp,Egypt,3719,27,3751,Recheck
Clothing,SKU22308,445,In Stock,897,47555,Adult,235,6,88,12,DHL,73.89,SupplyHub,USA,981,22,6407,Recheck
Electronics,SKU22309,366,In Stock,291,11990,Senior,280,5,22,3,DHL,30.63,FastTrack Ltd.,Egypt,4002,8,5117,Pass
Sports,SKU22310,137,In Stock,209,7847,Adult,74,12,92,1,DHL,17.5,Global Supplies Inc.,China,1269,11,9677,Fail
Sports,SKU22311,134,In Stock,728,40211,Adult,202,8,53,12,UPS,87.13,FastTrack Ltd.,Egypt,926,2,2156,Pass
Toys,SKU22312,259,In Stock,515,29628,Teen,200,13,77,5,FedEx,64.06,SupplyHub,Egypt,1513,55,4375,Fail
Home,SKU22313,90,In Stock,277,24449,Adult,86,20,31,6,UPS,11.22,Global Supplies Inc.,Egypt,3557,35,2151,Recheck
Sports,SKU22314,413,In Stock,921,7667,Teen,415,17,51,3,Aramex,32.19,MegaCorp,Germany,9847,23,3664,Pass
Electronics,SKU22315,194,Out of Stock,751,28066,Adult,366,16,59,10,Aramex,80.32,Prime Distributors,China,4628,22,8869,Recheck
Home,SKU22316,466,Out of Stock,619,11207,Teen,468,9,22,1,Aramex,79.0,SupplyHub,India,5225,38,2027,Recheck
Toys,SKU22317,59,In Stock,885,18403,Adult,452,12,96,5,USPS,40.43,MegaCorp,India,5293,4,328,Fail
Clothing,SKU22318,282,In Stock,279,29769,Adult,18,6,70,6,DHL,86.71,FastTrack Ltd.,Germany,6806,13,7054,Recheck
Toys,SKU22319,145,In Stock,815,23206,Adult,86,26,72,7,USPS,16.13,Global Supplies Inc.,Egypt,4524,26,6654,Pass
Clothing,SKU22320,398,Limited,686,41190,Senior,178,9,48,4,UPS,12.94,Global Supplies Inc.,China,9196,55,4920,Recheck
Toys,SKU22321,310,In Stock,789,46021,Adult,140,7,2,1,USPS,53.34,FastTrack Ltd.,India,1419,23,9445,Recheck
Sports,SKU22322,473,Out of Stock,261,34375,Adult,389,23,7,7,DHL,83.92,SupplyHub,Egypt,8284,7,428,Pass
Sports,SKU22323,48,In Stock,942,27315,Teen,339,25,29,3,UPS,78.62,SupplyHub,USA,2439,9,4046,Pass
Home,SKU22324,92,In Stock,191,12633,Adult,122,3,29,5,USPS,57.45,Prime Distributors,Egypt,2106,51,8974,Recheck
Sports,SKU22325,458,In Stock,688,42638,Senior,452,5,36,7,FedEx,38.45,MegaCorp,China,2837,43,3568,Recheck
Toys,SKU22326,37,Limited,151,20091,Senior,258,10,66,9,USPS,75.48,SupplyHub,USA,5980,25,214,Pass
Clothing,SKU22327,144,In Stock,481,27255,Teen,213,28,58,8,UPS,83.57,Global Supplies Inc.,Germany,8061,20,3659,Fail
Sports,SKU22328,428,In Stock,153,4360,Senior,420,2,61,3,Aramex,24.22,SupplyHub,India,1383,45,1808,Pass
Toys,SKU22329,492,In Stock,663,2691,Senior,313,13,10,10,FedEx,86.83,Global Supplies Inc.,China,3757,57,8778,Pass
Toys,SKU22330,148,In Stock,488,5904,Teen,5,17,99,12,Aramex,30.21,Prime Distributors,USA,1109,41,6694,Fail
Electronics,SKU22331,111,Out of Stock,511,27356,Adult,291,11,70,3,FedEx,80.62,Global Supplies Inc.,Egypt,3404,17,9007,Recheck
Home,SKU22332,106,Out of Stock,613,35722,Adult,216,7,41,2,Aramex,57.8,Prime Distributors,China,4566,10,4959,Fail
Clothing,SKU22333,326,In Stock,786,44113,Adult,412,20,45,13,USPS,54.93,SupplyHub,India,6274,54,704,Fail
Toys,SKU22334,314,In Stock,882,2194,Senior,419,28,81,5,FedEx,54.37,SupplyHub,Egypt,6458,29,5762,Pass
Electronics,SKU22335,93,In Stock,494,37951,Adult,143,28,14,7,USPS,52.42,FastTrack Ltd.,China,6404,42,2373,Fail
Toys,SKU22336,339,Out of Stock,326,37632,Senior,190,21,16,8,USPS,26.35,Prime Distributors,India,8104,36,2153,Fail
Toys,SKU22337,352,In Stock,16,41069,Teen,468,14,16,4,DHL,69.27,FastTrack Ltd.,India,2805,9,8626,Fail
Clothing,SKU22338,62,Out of Stock,976,23520,Adult,460,4,86,9,FedEx,16.38,MegaCorp,China,7130,21,1588,Recheck
Sports,SKU22339,89,In Stock,129,22026,Senior,8,19,3,3,Aramex,96.02,Prime Distributors,India,6164,23,8318,Fail
Clothing,SKU22340,42,In Stock,950,29961,Senior,417,1,46,7,USPS,67.43,Prime Distributors,Germany,7159,4,7740,Recheck
Clothing,SKU22341,53,In Stock,705,10898,Senior,146,26,44,8,Aramex,54.86,FastTrack Ltd.,Germany,5810,37,861,Pass
Sports,SKU22342,318,Out of Stock,247,20950,Adult,11,16,97,7,USPS,16.63,MegaCorp,USA,2887,54,5401,Pass
Clothing,SKU22343,181,In Stock,930,47637,Teen,442,3,1,8,FedEx,6.61,Prime Distributors,Egypt,8339,33,3258,Fail
Clothing,SKU22344,207,Out of Stock,52,40684,Senior,199,15,73,9,DHL,35.37,FastTrack Ltd.,India,6396,11,9370,Recheck
Home,SKU22345,61,In Stock,21,21494,Senior,146,1,53,8,UPS,32.04,Prime Distributors,India,2666,36,5685,Fail
Sports,SKU22346,480,In Stock,58,36772,Adult,295,14,56,3,UPS,96.49,SupplyHub,Germany,2540,52,1173,Recheck
Electronics,SKU22347,340,In Stock,823,26211,Senior,252,25,13,11,FedEx,99.98,FastTrack Ltd.,China,1303,29,3535,Recheck
Electronics,SKU22348,339,Limited,617,45327,Senior,457,20,26,10,Aramex,20.96,Prime Distributors,Egypt,8517,47,6767,Fail
Sports,SKU22349,86,Out of Stock,597,26024,Adult,322,18,66,2,Aramex,5.27,MegaCorp,India,6611,1,3717,Pass
Toys,SKU22350,202,In Stock,496,15493,Adult,254,24,9,7,USPS,93.62,SupplyHub,India,8749,9,2018,Pass
Sports,SKU22351,418,In Stock,4,233,Senior,433,5,59,7,DHL,70.56,FastTrack Ltd.,Germany,2815,52,7384,Pass
Home,SKU22352,205,In Stock,171,4384,Senior,281,4,90,10,Aramex,24.03,Prime Distributors,Egypt,414,53,708,Fail
Clothing,SKU22353,200,In Stock,394,1327,Teen,248,8,57,12,USPS,60.76,Global Supplies Inc.,China,3383,31,5050,Recheck
Sports,SKU22354,98,In Stock,900,34307,Teen,215,22,18,6,UPS,67.56,SupplyHub,Egypt,1376,17,8478,Pass
Toys,SKU22355,168,In Stock,688,3451,Teen,285,18,75,4,DHL,19.44,Global Supplies Inc.,USA,5758,1,6073,Pass
Electronics,SKU22356,50,In Stock,957,18156,Senior,299,2,55,9,USPS,31.75,Prime Distributors,China,1495,35,6654,Fail
Home,SKU22357,456,Limited,740,36034,Senior,297,3,99,1,USPS,33.14,SupplyHub,India,8112,58,8601,Fail
Home,SKU22358,21,Out of Stock,235,27901,Teen,60,20,47,5,USPS,48.05,Prime Distributors,China,9976,4,377,Pass
Clothing,SKU22359,495,In Stock,605,17112,Adult,97,3,43,13,USPS,43.09,Prime Distributors,Egypt,7047,11,9948,Fail
Home,SKU22360,83,Out of Stock,762,23663,Teen,260,16,30,2,UPS,70.75,MegaCorp,USA,2728,16,7366,Fail
Sports,SKU22361,494,In Stock,917,39154,Senior,329,6,15,9,Aramex,45.91,Prime Distributors,Germany,3436,46,3019,Fail
Electronics,SKU22362,54,Out of Stock,302,15405,Teen,41,17,71,11,FedEx,49.53,Prime Distributors,USA,7103,2,1682,Fail
Sports,SKU22363,309,In Stock,820,23604,Teen,407,23,91,7,USPS,15.2,Prime Distributors,Germany,3146,48,2388,Recheck
Sports,SKU22364,251,In Stock,502,29119,Senior,306,27,63,5,USPS,54.63,Global Supplies Inc.,USA,7520,42,5873,Pass
Sports,SKU22365,138,In Stock,55,2318,Senior,321,29,59,8,FedEx,54.09,FastTrack Ltd.,Egypt,8117,23,9809,Pass
Clothing,SKU22366,145,In Stock,676,36240,Teen,447,4,19,7,UPS,61.43,FastTrack Ltd.,Germany,3301,50,9770,Fail
Toys,SKU22367,169,In Stock,113,37580,Teen,359,4,87,10,UPS,56.44,MegaCorp,Egypt,9449,51,2993,Recheck
Sports,SKU22368,426,In Stock,521,20415,Senior,222,21,30,8,FedEx,42.11,SupplyHub,Germany,6086,34,3694,Recheck
Electronics,SKU22369,115,In Stock,656,15023,Teen,322,5,66,1,Aramex,38.13,FastTrack Ltd.,Germany,7197,23,1026,Fail
Home,SKU22370,81,In Stock,450,28657,Adult,280,24,26,12,FedEx,29.87,FastTrack Ltd.,China,946,19,9089,Recheck
Sports,SKU22371,8,In Stock,231,27965,Adult,376,11,36,3,FedEx,33.08,FastTrack Ltd.,India,8557,8,7265,Pass
